borough,n_test,model,WMAPE,RMSE,MAE
Croydon,1019,HistAvg,1.5477,343.611,254.841
Croydon,1019,IDW,0.857,332.145,141.119
Croydon,1019,MLR,0.6755,274.015,111.225
Croydon,1019,RF,0.6783,278.265,111.688
Croydon,1019,XGBoost,0.6603,264.784,108.717
Croydon,1019,MLP,0.6668,270.622,109.789
Croydon,1019,GATv2,0.7743,312.669,127.494
Ealing,683,HistAvg,0.9636,570.286,318.126
Ealing,683,IDW,0.8734,604.408,288.357
Ealing,683,MLR,0.6504,470.834,214.746
Ealing,683,RF,0.6688,502.064,220.826
Ealing,683,XGBoost,0.6339,466.953,209.298
Ealing,683,MLP,0.6395,465.855,211.15
Ealing,683,GATv2,0.7138,509.71,235.657
Enfield,707,HistAvg,1.1452,433.336,276.391
Enfield,707,IDW,0.876,457.316,211.434
Enfield,707,MLR,0.6777,363.783,163.561
Enfield,707,RF,0.7019,394.193,169.399
Enfield,707,XGBoost,0.7009,394.895,169.168
Enfield,707,MLP,0.6655,358.626,160.619
Enfield,707,GATv2,0.7215,394.599,174.136
Greenwich,659,HistAvg,0.9994,596.257,285.229
Greenwich,659,IDW,0.8542,632.494,243.79
Greenwich,659,MLR,0.6641,515.151,189.529
Greenwich,659,RF,0.656,538.087,187.228
Greenwich,659,XGBoost,0.6363,526.515,181.603
Greenwich,659,MLP,0.6571,512.333,187.527
Greenwich,659,GATv2,0.7214,526.036,205.886
Hackney,442,HistAvg,0.8267,512.63,325.701
Hackney,442,IDW,0.8065,550.359,317.765
Hackney,442,MLR,0.4995,366.237,196.81
Hackney,442,RF,0.5326,391.617,209.832
Hackney,442,XGBoost,0.5063,361.219,199.469
Hackney,442,MLP,0.4912,354.417,193.53
Hackney,442,GATv2,0.6188,439.071,243.792
Hammersmith and Fulham,276,HistAvg,0.7878,748.498,373.545
Hammersmith and Fulham,276,IDW,0.8082,782.836,383.198
Hammersmith and Fulham,276,MLR,0.6967,659.552,330.33
Hammersmith and Fulham,276,RF,0.673,677.794,319.098
Hammersmith and Fulham,276,XGBoost,0.6941,673.634,329.077
Hammersmith and Fulham,276,MLP,0.6878,646.98,326.126
Hammersmith and Fulham,276,GATv2,0.7045,658.357,334.04
Haringey,461,HistAvg,0.8402,761.461,380.81
Haringey,461,IDW,0.8186,775.506,371.019
Haringey,461,MLR,0.6572,625.971,297.864
Haringey,461,RF,0.6623,678.695,300.208
Haringey,461,XGBoost,0.6837,689.043,309.917
Haringey,461,MLP,0.6334,619.598,287.094
Haringey,461,GATv2,0.8065,789.141,365.575
Harrow,432,HistAvg,1.0881,369.502,256.035
Harrow,432,IDW,0.8283,391.934,194.903
Harrow,432,MLR,0.634,296.505,149.177
Harrow,432,RF,0.6324,300.483,148.808
Harrow,432,XGBoost,0.6014,280.506,141.514
Harrow,432,MLP,0.6142,280.693,144.517
Harrow,432,GATv2,0.7441,355.182,175.087
Havering,691,HistAvg,1.6017,456.404,268.356
Havering,691,IDW,0.875,440.627,146.608
Havering,691,MLR,0.712,354.724,119.289
Havering,691,RF,0.7215,366.109,120.889
Havering,691,XGBoost,0.879,372.771,147.268
Havering,691,MLP,0.715,348.964,119.798
Havering,691,GATv2,0.7984,433.092,133.773
Hillingdon,706,HistAvg,1.3003,592.939,309.8
Hillingdon,706,IDW,0.9244,581.901,220.226
Hillingdon,706,MLR,0.7117,485.526,169.552
Hillingdon,706,RF,0.7647,559.197,182.194
Hillingdon,706,XGBoost,0.7618,527.187,181.497
Hillingdon,706,MLP,0.7329,501.184,174.611
Hillingdon,706,GATv2,0.801,556.198,190.83
Hounslow,651,HistAvg,1.054,427.703,263.162
Hounslow,651,IDW,0.9094,460.46,227.07
Hounslow,651,MLR,0.6382,361.817,159.345
Hounslow,651,RF,0.6539,370.987,163.263
Hounslow,651,XGBoost,0.6377,350.568,159.231
Hounslow,651,MLP,0.6163,338.044,153.881
Hounslow,651,GATv2,0.6911,378.479,172.569
Islington,349,HistAvg,0.7866,736.434,408.65
Islington,349,IDW,0.808,759.193,419.753
Islington,349,MLR,0.5887,621.572,305.82
Islington,349,RF,0.5871,626.78,305.001
Islington,349,XGBoost,0.5884,595.045,305.683
Islington,349,MLP,0.5872,608.28,305.076
Islington,349,GATv2,0.7022,667.962,364.81
Kensington and Chelsea,260,HistAvg,0.7473,516.034,323.957
Kensington and Chelsea,260,IDW,0.8407,572.156,364.475
Kensington and Chelsea,260,MLR,0.5986,425.149,259.509
Kensington and Chelsea,260,RF,0.5484,406.399,237.759
Kensington and Chelsea,260,XGBoost,0.5507,401.197,238.747
Kensington and Chelsea,260,MLP,0.5767,399.29,249.998
Kensington and Chelsea,260,GATv2,0.6974,471.523,302.352
Kingston upon Thames,391,HistAvg,1.2094,569.502,281.785
Kingston upon Thames,391,IDW,0.8929,595.692,208.046
Kingston upon Thames,391,MLR,0.7114,495.003,165.752
Kingston upon Thames,391,RF,0.7084,518.368,165.062
Kingston upon Thames,391,XGBoost,0.6785,490.933,158.096
Kingston upon Thames,391,MLP,0.6924,484.78,161.323
Kingston upon Thames,391,GATv2,0.7943,559.6,185.076
Lambeth,577,HistAvg,0.8618,942.451,428.607
Lambeth,577,IDW,0.8788,983.57,437.065
Lambeth,577,MLR,0.6441,835.301,320.379
Lambeth,577,RF,0.6296,828.417,313.152
Lambeth,577,XGBoost,0.6209,805.317,308.834
Lambeth,577,MLP,0.6077,801.636,302.226
Lambeth,577,GATv2,0.7334,902.708,364.792
Lewisham,609,HistAvg,0.9859,512.677,290.318
Lewisham,609,IDW,0.8632,557.644,254.179
Lewisham,609,MLR,0.5984,400.521,176.196
Lewisham,609,RF,0.6069,426.002,178.72
Lewisham,609,XGBoost,0.6227,437.131,183.374
Lewisham,609,MLP,0.5999,397.243,176.64
Lewisham,609,GATv2,0.6624,426.429,195.052
Merton,457,HistAvg,1.0347,493.948,268.128
Merton,457,IDW,0.848,513.306,219.742
Merton,457,MLR,0.6653,422.94,172.39
Merton,457,RF,0.6571,438.249,170.263
Merton,457,XGBoost,0.6766,441.689,175.322
Merton,457,MLP,0.6558,422.989,169.95
Merton,457,GATv2,0.7927,501.711,205.424
Newham,465,HistAvg,0.8322,506.085,319.074
Newham,465,IDW,0.8321,558.618,319.027
Newham,465,MLR,0.5694,375.153,218.299
Newham,465,RF,0.6077,415.179,232.974
Newham,465,XGBoost,0.615,414.898,235.786
Newham,465,MLP,0.5741,380.073,220.104
Newham,465,GATv2,0.657,446.857,251.888
Redbridge,539,HistAvg,1.1018,465.014,271.086
Redbridge,539,IDW,0.7995,445.101,196.706
Redbridge,539,MLR,0.682,361.306,167.795
Redbridge,539,RF,0.6852,369.409,168.573
Redbridge,539,XGBoost,0.6522,334.046,160.465
Redbridge,539,MLP,0.6683,345.483,164.427
Redbridge,539,GATv2,0.7975,466.42,196.217
Richmond upon Thames,484,HistAvg,1.3166,353.755,244.414
Richmond upon Thames,484,IDW,0.8875,355.727,164.751
Richmond upon Thames,484,MLR,0.6485,268.456,120.392
Richmond upon Thames,484,RF,0.6594,266.909,122.405
Richmond upon Thames,484,XGBoost,0.6782,271.139,125.892
Richmond upon Thames,484,MLP,0.6804,256.752,126.307
Richmond upon Thames,484,GATv2,0.7511,288.497,139.428
Southwark,583,HistAvg,0.8601,854.25,414.185
Southwark,583,IDW,0.8104,854.973,390.233
Southwark,583,MLR,0.581,644.255,279.801
Southwark,583,RF,0.6161,722.073,296.708
Southwark,583,XGBoost,0.5916,696.828,284.892
Southwark,583,MLP,0.5767,659.275,277.696
Southwark,583,GATv2,0.7831,851.681,377.082
Sutton,421,HistAvg,1.4868,309.593,241.96
Sutton,421,IDW,0.8299,289.401,135.054
Sutton,421,MLR,0.6465,226.834,105.205
Sutton,421,RF,0.675,243.169,109.846
Sutton,421,XGBoost,0.6911,248.006,112.475
Sutton,421,MLP,0.6382,221.461,103.865
Sutton,421,GATv2,0.7901,264.725,128.589
Tower Hamlets,381,HistAvg,0.9492,393.105,269.85
Tower Hamlets,381,IDW,0.8218,407.615,233.622
Tower Hamlets,381,MLR,0.5742,302.307,163.227
Tower Hamlets,381,RF,0.6036,310.006,171.589
Tower Hamlets,381,XGBoost,0.585,305.412,166.295
Tower Hamlets,381,MLP,0.586,296.136,166.597
Tower Hamlets,381,GATv2,0.7454,390.974,211.909
Waltham Forest,492,HistAvg,0.8879,510.268,280.825
Waltham Forest,492,IDW,0.8669,572.979,274.199
Waltham Forest,492,MLR,0.7183,501.817,227.193
Waltham Forest,492,RF,0.6405,461.445,202.569
Waltham Forest,492,XGBoost,0.6609,477.32,209.031
Waltham Forest,492,MLP,0.6738,468.797,213.109
Waltham Forest,492,GATv2,0.7164,494.821,226.579
Wandsworth,481,HistAvg,0.8146,681.466,346.179
Wandsworth,481,IDW,0.7963,705.712,338.423
Wandsworth,481,MLR,0.634,569.571,269.459
Wandsworth,481,RF,0.6413,586.685,272.53
Wandsworth,481,XGBoost,0.6379,584.862,271.112
Wandsworth,481,MLP,0.6284,559.113,267.06
Wandsworth,481,GATv2,0.6873,627.741,292.081
Westminster,419,HistAvg,0.763,912.576,497.587
Westminster,419,IDW,0.7677,896.337,500.659
Westminster,419,MLR,0.5828,706.27,380.071
Westminster,419,RF,0.5606,718.197,365.594
Westminster,419,XGBoost,0.5787,701.358,377.379
Westminster,419,MLP,0.5515,674.376,359.658
Westminster,419,GATv2,0.625,763.394,407.563
